"C.m_SCL_cases.eps","C.m_SCL_cases.m1","C.m_SCL_cases.m2","C.m_SCL_cases.m3","C.m_CL_cases.eps","C.m_CL_cases.m1","C.m_CL_cases.m2","C.m_CL_cases.m3","C.m_SCL_cases_icovid.eps","C.m_SCL_cases_icovid.m1","C.m_SCL_cases_icovid.m2","C.m_SCL_cases_icovid.m3","C.m_SCL_deaths.eps","C.m_SCL_deaths.m1","C.m_SCL_deaths.m2","C.m_SCL_deaths.m3","C.m_CL_deaths.eps","C.m_CL_deaths.m1","C.m_CL_deaths.m2","C.m_CL_deaths.m3","C.m_CL_deaths.m4"
0.14228472427466,0.552145902710778,0.463415393233949,0.408670754100401,0.142287139962768,0.375376380060221,0.250050184008029,0.180963532954165,0.14228472427466,0.558061770428016,0.468962791828794,0.414609678988327,0.14229770603951,0.441986720956678,0.33058215032464,0.254392722203881,0.153231071918144,0.39384739931188,0.28472643864265,0.215341024084193,0.169635026647777
0.149888813990173,0.562354112850518,0.474308300395257,0.42183561046964,0.149891408677602,0.390465038474406,0.263666778186684,0.194412847106056,0.149888813990173,0.568397373540856,0.479723978599222,0.427498784046693,0.149902757696928,0.467554381717472,0.346795788855875,0.271596786618246,0.161654922821066,0.412703231464616,0.298758685826081,0.228867300816299,0.181677123389327
0.157899287319221,0.573278142603716,0.485014472005229,0.434595873144315,0.157902073238909,0.407895617263299,0.277651388424222,0.209401137504182,0.157899287319221,0.579462548638132,0.490606760700389,0.440114299610895,0.157914258708462,0.478228971791204,0.366384211877774,0.291918858442464,0.170541873427895,0.429771301356001,0.312892127099777,0.24310193618026,0.194090265128516
0.16633786252757,0.582863900905667,0.495440540288195,0.445457657713734,0.166340852708736,0.425326196052191,0.291033790565407,0.222281699565072,0.16633786252757,0.589007782101167,0.501063959143969,0.450997081712062,0.166353931619192,0.488573419903892,0.383624958732255,0.307949084773119,0.17991738256242,0.452000269850907,0.326485866558726,0.257741347905282,0.207481616406935
0.175227418565256,0.593632317699418,0.506395692633283,0.455167906383244,0.175230626883569,0.443593174974908,0.304483104717297,0.234392773502844,0.175227418565256,0.599768968871595,0.512037937743191,0.460633511673152,0.175244659928103,0.50709805216243,0.400755658266388,0.324859689666557,0.189808308642735,0.474600283343453,0.3413613978277,0.272515685083991,0.220771773595089
0.184592057096768,0.603809405247269,0.518440135694501,0.467554697955246,0.18459549832761,0.465406490465038,0.319672131147541,0.248109735697558,0.184592057096768,0.609891780155642,0.524197470817121,0.472975437743191,0.184610550134863,0.522944866292506,0.416565789956348,0.342980815083819,0.200242986623689,0.497537610470215,0.357586183633542,0.286446738177157,0.234736558051676
0.194457167846291,0.61454669944913,0.530297843204382,0.480003734711027,0.194460857721292,0.488390766142523,0.334560053529609,0.261124121779859,0.194457167846291,0.620561770428016,0.536113813229572,0.485408560311284,0.194476997102674,0.52973111771395,0.432926158248047,0.359341183375518,0.211251309169229,0.523409566214666,0.374215745800445,0.300883761721649,0.247689401605613
0.204849497435189,0.623976844791634,0.54119075036569,0.491270112975009,0.204853452702235,0.510772833723653,0.349815991970559,0.27276681164269,0.204849497435189,0.629985408560311,0.547057392996109,0.496625729571984,0.204870752914413,0.546091486005649,0.453981878874583,0.375811598987565,0.222864812287183,0.551001821493625,0.391519935235782,0.316231532078527,0.260709707886393
0.215797221898344,0.634402913074601,0.550994366810868,0.502909962341664,0.21580146038527,0.537102709936434,0.366610906657745,0.283071261291402,0.215797221898344,0.640290612840467,0.556876215953307,0.508390077821012,0.215819999408771,0.556692711199149,0.46927845640292,0.392061919958916,0.235116765671793,0.579234972677596,0.410544424205626,0.330162585171693,0.274134790528233
0.227330023075973,0.642899380660421,0.560953596215493,0.512184494724721,0.227334563758159,0.56554031448645,0.38531281365005,0.295048511207762,0.227330023075973,0.648802285992218,0.566755836575875,0.517722519455253,0.227354424593052,0.567440666153113,0.485968966655662,0.40864238289131,0.248042268012823,0.605545436146529,0.432267422249207,0.345813937799366,0.288200769075086
0.239479169088039,0.653481061902835,0.569854657495876,0.52130341414833,0.239484032160145,0.592405486784878,0.406155904984945,0.309501505520241,0.239479169088039,0.659259484435798,0.575632295719844,0.526811770428016,0.239505303139841,0.577381607424526,0.50108213198342,0.427277062470196,0.261678347544257,0.634857990959995,0.456149227551778,0.363927679956824,0.303717196249072
0.252277599109428,0.662475490958887,0.580498583922069,0.530826927266503,0.252282806061527,0.617296754767481,0.42723318835731,0.324389427902308,0.252277599109428,0.668318336575875,0.586241488326848,0.536357003891051,0.252305581185773,0.587689373097098,0.514874729467004,0.444150984923517,0.276064068120651,0.658200094447818,0.479592525129866,0.38200769075086,0.318997503879107
0.265760012675759,0.670598487442034,0.590239955183468,0.542031060346706,0.265765586374114,0.644195383071261,0.453462696554031,0.343124790899967,0.265760012675759,0.676313229571984,0.595938715953307,0.547452577821012,0.265789965662357,0.604343200909724,0.526099556142475,0.462052015700084,0.291240641125014,0.68015921203535,0.505194629966943,0.402819941982055,0.334513931053093
0.27996296376193,0.678877096884629,0.599981326444866,0.552519373813451,0.279968928534713,0.666510538641686,0.478822348611576,0.363566410170626,0.27996296376193,0.684490515564202,0.605696741245136,0.557940175097276,0.279995018401045,0.614320824621254,0.53593045009354,0.478228971791204,0.307251543528798,0.7024556432571,0.532348377521419,0.424408014571949,0.352863792754503
0.294924959888493,0.688120506675796,0.610905356198064,0.560424512153372,0.294931341616733,0.687219805955169,0.507728337236534,0.385145533623285,0.294924959888493,0.693731760700389,0.616670719844358,0.56602626459144,0.294959255267719,0.628333516745534,0.549062763655038,0.492168299035252,0.324142642442221,0.721817445861162,0.563549888686501,0.450718478040882,0.373406193078324
0.310686566524544,0.697177180915627,0.621020198562136,0.570321496374218,0.31069339273862,0.708798929407829,0.536199397791904,0.4096018735363,0.310686566524544,0.702760214007782,0.626671935797665,0.575997081712062,0.310723250595386,0.6413924654268,0.561571475734566,0.506327720919996,0.341962326511723,0.739121635296499,0.593975578492883,0.477163866963503,0.396377251568508
